Index,Nom,Adresse,Localitée,Full Address,Latitude,Longitude,Telephone,FAX,URL,email
92,"FOUGERES, LP de la Résidence Les",Route du Village 10/12,1112 Echichens,Route du Village 10/12 1112 Echichens ,46.5275426,6.5010928,Tél: 021 804 08 11,,https://www.heviva.ch/institutions/detail/ems/fougeres-lp-de-la-residence-les.html,info@fondationsilo.ch
93,"GAMBETTA, CS de l'EMS",Rue de Gambetta 3,1815 Clarens,Rue de Gambetta 3 1815 Clarens ,46.440698,6.8956985,Tél: 021 989 91 91,Fax: 021 989 91 92,https://www.heviva.ch/institutions/detail/ems/gambetta-cs-de-lems.html,info@emsgambetta.ch
94,"GAMBETTA, EMS",Rue Gambetta 3/CP 268,1815 Clarens,Rue Gambetta 3/CP 268 1815 Clarens ,46.4406405,6.8957148,Tél: 021 989 91 91,Fax: 021 989 91 92,https://www.heviva.ch/institutions/detail/ems/gambetta-ems.html,direction@emsgambetta.ch
95,"GAMBETTA, LP de l'EMS",Rue Gambetta 3,1815 Clarens,Rue Gambetta 3 1815 Clarens ,46.440698,6.8956985,Tél: 021 989 91 91,Fax: 021 989 91 92,https://www.heviva.ch/institutions/detail/ems/gambetta-lp-de-lems.html,direction@emsgambetta.ch
96,"GIRARDE, CAT de la Résidence La",Chemin de la Girarde 2,1066 Epalinges,Chemin de la Girarde 2 1066 Epalinges ,46.5498328,6.6748218,Tél: 021 711 72 58,Fax: 021 711 72 62,https://www.heviva.ch/institutions/detail/ems/girarde-cat-de-la-residence-la.html,elisabeth.lenoir@fondationdurelais.ch
97,"GIRARDE, RESIDENCE LA",Chemin de la Girarde 2,1066 Epalinges,Chemin de la Girarde 2 1066 Epalinges ,46.5498328,6.6748218,Tél: 021 711 72 00,Fax: 021 711 72 62,https://www.heviva.ch/institutions/detail/ems/girarde-residence-la.html,girarde.info@fondationdurelais.ch
98,"HAUTE COMBE, CS de l'EMS",Chemin du Stand 3,1009 Pully,Chemin du Stand 3 1009 Pully ,46.5191667,6.6683612,Tél: 021 721 40 80,Fax: 021 721 40 90,https://www.heviva.ch/institutions/detail/ems/haute-combe-cs-de-lems.html,pre-pariset@pre-pariset.ch
99,"HAUTE COMBE, EMS",Chemin du Stand 3,1009 Pully,Chemin du Stand 3 1009 Pully ,46.5191667,6.6683612,Tél: 021 721 40 80,Fax: 021 721 40 90,https://www.heviva.ch/institutions/detail/ems/haute-combe-ems.html,pre-pariset@pre-pariset.ch
100,"HIRONDELLES, EMS LES",Avenue Jean-Jacques Rousseau 19,1815 Clarens-sur-Montreux,Avenue Jean-Jacques Rousseau 19 1815 Clarens-sur-Montreux ,46.4430451,6.8917292,Tél: 021 989 29 00,,https://www.heviva.ch/institutions/detail/ems/hirondelles-ems-les.html,admin@fcm63.ch
101,"HOME - LES PINS SA, SITE LE HOME",Avenue des Peupliers 22a,1009 Pully,Avenue des Peupliers 22a 1009 Pully ,46.5196323,6.6627638,Tél: 021 721 02 70,Fax: 021 721 02 71,https://www.heviva.ch/institutions/detail/ems/home-les-pins-sa-site-le-home.html,info@lehome-lespins.ch
102,"HOME - LES PINS SA, SITE LES PINS",Ch. des Grand-Vennes 15,1010 Lausanne,Ch. des Grand-Vennes 15 1010 Lausanne ,46.5425723,6.6532498,Tél: 021 654 46 54,Fax: 021 654 46 50,https://www.heviva.ch/institutions/detail/ems/home-les-pins-sa-site-les-pins.html,info@lehome-lespins.ch
103,HOME SALEM,"Route des Deux-Villages 96, Case postale 70",1806 Saint-Légier,"Route des Deux-Villages 96, Case postale 70 1806 Saint-Légier ",46.4701183,6.8857629,Tél: 021 943 90 90,Fax: 021 943 90 91,https://www.heviva.ch/institutions/detail/ems/home-salem.html,home.salem@eben-hezer.ch
104,"HOME SALEM, CAT intramuros du",Route des Deux-Villages 96,1806 St-Légier,Route des Deux-Villages 96 1806 St-Légier ,46.4701183,6.8857629,Tél: 021 943 90 76,Fax: 021 943 90 91,https://www.heviva.ch/institutions/detail/ems/home-salem-cat-intramuros-du.html,cat.salem@eben-hezer.ch
105,"HOPITAL D'AUBONNE, DIVISION LITS C",Avenue Trévelin 67,1170 Aubonne,Avenue Trévelin 67 1170 Aubonne ,46.4917243,6.3887023,Tél: 021 821 41 11,Fax: 021 821 41 14,https://www.heviva.ch/institutions/detail/ems/hopital-daubonne-division-lits-c.html,aubadmin@ehc.vd.ch
106,"INTERMEDE, CAT de la Fondation de l'Orme",Route des Plaines-du-Loup 4A,1000 Lausanne 18,Route des Plaines-du-Loup 4A 1000 Lausanne 18 ,46.5332837,6.6273854,Tél: 021 641 62 00,Fax: 021 641 62 49,https://www.heviva.ch/institutions/detail/ems/intermede-cat-de-la-fondation-de-lorme.html,ems@fdorme.ch
107,"JAQUES ET CHARLES DUC, EPSM",Av. Eugène Burnand 26A,1510 Moudon,Av. Eugène Burnand 26A 1510 Moudon ,46.6623523,6.7951032,Tél: 026 668 11 17,Fax: 026 668 02 87,https://www.heviva.ch/institutions/detail/ems/jaques-et-charles-duc-epsm.html,christine.semadeni@epsmduc.ch
108,"JARDINS DE LA PLAINE, CAT de l'EMS les",Avenue Haldimand 24A,1400 Yverdon-les-Bains,Avenue Haldimand 24A 1400 Yverdon-les-Bains ,46.7790322,6.6449118,Tél: 024 426 38 49,Fax: 024 426 38 79,https://www.heviva.ch/institutions/detail/ems/jardins-de-la-plaine-cat-de-lems-les.html,fabrizio.dallolio@altage.ch
109,"JARDINS DE LA PLAINE, EMS LES",Rue Haldimand 14b,1400 Yverdon-les-Bains,Rue Haldimand 14b 1400 Yverdon-les-Bains ,46.7786575,6.6443677,Tél: 058 748 82 00,Fax: 058 748 82 89,https://www.heviva.ch/institutions/detail/ems/jardins-de-la-plaine-ems-les.html,michele.gavillet@altage.ch
110,"JARDINS DE LA PLAINE, LP de l'EMS les",Avenue Haldimand 14B,1400 Yverdon-les-Bains,Avenue Haldimand 14B 1400 Yverdon-les-Bains ,46.7786575,6.6443677,Tél: 024 423 88 88,,https://www.heviva.ch/institutions/detail/ems/jardins-de-la-plaine-lp-de-lems-les.html,stella.follonier@altage.ch
111,"JARDINS DU LEMAN, EMS LES",Route de l'Hôpital 24,1180 Rolle,Route de l'Hôpital 24 1180 Rolle ,46.4639421,6.3459414,Tél: 021 703 53 00,Fax: 021 703 53 01,https://www.heviva.ch/institutions/detail/ems/jardins-du-leman-ems-les.html,emslesjardinsduleman@ghol.ch
112,"JOLI BOIS, EMS",Route de Joli-Bois 10,1832 Chamby,Route de Joli-Bois 10 1832 Chamby ,46.4543284,6.9092645,Tél: 021 989 90 90,Fax: 021 989 90 91,https://www.heviva.ch/institutions/detail/ems/joli-bois-ems.html,jbinfo@fondationlaprimerose.ch
113,"JURA, EMS DU",Chez Barrat 3,1338 Ballaigues,Chez Barrat 3 1338 Ballaigues ,46.7293454,6.4073628,Tél: 021 843 80 80,,https://www.heviva.ch/institutions/detail/ems/jura-ems-du.html,emsdujura@fondation-saphir.ch
114,"KANUMERA, CAT",Avenue du 14 Avril 12,1020 Renens,Avenue du 14 Avril 12 1020 Renens ,46.5384105,6.5826137,Tél: 021 671 14 17,,https://www.heviva.ch/institutions/detail/ems/kanumera-cat.html,kainfo@fondationlaprimerose.ch
115,"L'ENTRACTE, CAT",Route de Marcolet 39,1023 Crissier,Route de Marcolet 39 1023 Crissier ,46.5447859,6.5744601,Tél: 021 552 67 77,,https://www.heviva.ch/institutions/detail/ems/lentracte-cat.html,eninfo@fondationlaprimerose.ch
116,LA ROCHELLE,route de Vaumarcus 1,1428 Concise,route de Vaumarcus 1 1428 Concise ,46.8848519,6.7617594,Tél: 058 748 83 60,Fax: 058 748 83 99,https://www.heviva.ch/institutions/detail/ems/thonney-pension.html,kiny.mottier@altage.ch
117,"LE CHÊNE, EMS",Chemin du Bochet 16C,1196 Gland,Chemin du Bochet 16C 1196 Gland ,46.4144012,6.2771342,Tél: 022 366 61 11,Fax: 022 376 14 00,https://www.heviva.ch/institutions/detail/ems/le-chene-ems.html,info@bellesaison.ch
118,"LEMAN, LP de la Résidence",Rte de la Vernie 8A,1023 Crissier,Rte de la Vernie 8A 1023 Crissier ,46.5449036,6.5733761,Tél: 021 925 91 91,,https://www.heviva.ch/institutions/detail/ems/leman-lp-de-la-residence.html,contact@residence-du-leman.ch
119,"LEMAN, RESIDENCE DU",Route de Lavaux 12,1802 Corseaux,Route de Lavaux 12 1802 Corseaux ,46.4687111,6.8317341,Tél: 021 925 91 91,Fax: 021 923 66 55,https://www.heviva.ch/institutions/detail/ems/leman-residence-du.html,contact@residence-du-leman.ch
120,"LEMBAZ, EMS La","Route de l'Eglise 27, Case Postale 30",1523 Granges-Marnand,"Route de l'Eglise 27, Case Postale 30 1523 Granges-Marnand ",46.7609424,6.8906049,Tél: 026 668 63 00,Fax: 026 668 63 99,https://www.heviva.ch/institutions/detail/ems/lembaz-ems-la.html,info@emslalembaz.ch
121,LES APPARTS,Route de Bellevue 49,1400 Yverdon-les-Bains,Route de Bellevue 49 1400 Yverdon-les-Bains ,46.7744927,6.6647972,Tél: 024 424 92 10,,https://www.heviva.ch/institutions/detail/ems/apparts-lp-les.html,lesapparts@fondation-saphir.ch
122,"LOUIS BOISSONNET, EMS",Chemin de Boissonnet 51,1010 Lausanne,Chemin de Boissonnet 51 1010 Lausanne ,46.5395321,6.6457577,Tél: 021 651 31 11,Fax: 021 651 31 85,https://www.heviva.ch/institutions/detail/ems/louis-boissonnet-ems.html,boissonnet@boissonnet.ch
123,"MAILLEFER, CAT de la Fondation Bois-Gentil",Chemin de Maillefer 125,1018 Lausanne,Chemin de Maillefer 125 1018 Lausanne ,46.5410155,6.6260751,Tél: 021 512 32 90,,https://www.heviva.ch/institutions/detail/ems/maillefer-cat-de-la-fondation-bois-gentil.html,referent_CAT@fbg.ch
124,"MAILLEFER, LP de la Fondation Bois-Gentil",Chemin de Maillefer 125,1018 Lausanne,Chemin de Maillefer 125 1018 Lausanne ,46.5410155,6.6260751,Tél: 021 512 32 95,,https://www.heviva.ch/institutions/detail/ems/maillefer-lp-de-la-fondation-bois-gentil.html,ac.bonard@fbg.ch
125,"MAILLON, CS de l'EMS le",Les Chevalleyres,1807 Blonay,Les Chevalleyres 1807 Blonay ,46.4771074,6.8959938,Tél: 021 943 99 00,Fax: 021 943 99 90,https://www.heviva.ch/institutions/detail/ems/maillon-cs-de-lems-le.html,direction@ems-fbs.ch
126,"MAILLON, EMS LE",Les Chevalleyres,1807 Blonay,Les Chevalleyres 1807 Blonay ,46.4771074,6.8959938,Tél: 021 943 99 00,Fax: 021 943 99 90,https://www.heviva.ch/institutions/detail/ems/maillon-ems-le.html,direction@ems-fbs.ch
127,Maison Béthel,Chemin de Lacuez 4,1807 Blonay,Chemin de Lacuez 4 1807 Blonay ,46.4668936,6.8889441,Tél: 021 925 50 40,Fax: 021 925 50 41,https://www.heviva.ch/institutions/detail/ems/bethel-maison-de.html,info@maison-bethel.ch
128,MAISON D'ORPHEE,Pré du Marché 46,1004 Lausanne,Pré du Marché 46 1004 Lausanne ,46.525153,6.6295846,Tél: 021 647 13 77,Fax: 021 647 25 77,https://www.heviva.ch/institutions/detail/ems/maison-dorphee.html,direction@lamaisondorphee.ch
129,MAISON DU PELERIN,En Beaumaroche,1801 Le Mont-Pélerin,En Beaumaroche 1801 Le Mont-Pélerin ,46.4821695,6.8308478,Tél: 021 925 61 11,Fax: 021 925 60 90,https://www.heviva.ch/institutions/detail/ems/maison-du-pelerin.html,info@ems-pelerin.ch
130,"MARC AURELE, FONDATION",Avenue Jomini 1 - Case postale 107,1580 Avenches,Avenue Jomini 1 - Case postale 107 1580 Avenches ,46.8815841,7.0437197,Tél: 026 676 44 44,Fax: 026 676 44 45,https://www.heviva.ch/institutions/detail/ems/marc-aurele-fondation.html,secretariat@marcaurele.ch
131,"MARC-AURELE, CAT de l'EMS",Avenue Jomini 1,1580 Avenches,Avenue Jomini 1 1580 Avenches ,46.8815841,7.0437197,Tél: 026 676 44 44,Fax: 026 676 44 41,https://www.heviva.ch/institutions/detail/ems/marc-aurele-cat-de-lems.html,secretariat@marcaurele.ch
132,"MARC-AURELE, CS de l'EMS",Avenue Jomini 1,1580 Avenches,Avenue Jomini 1 1580 Avenches ,46.8815841,7.0437197,Tél: 026 676 44 44,Fax: 026 676 44 45,https://www.heviva.ch/institutions/detail/ems/marc-aurele-cs-de-lems.html,secretariat@marcaurele.ch
133,"MARRONNIER, CAT de l'EMS Le",Route de Lavaux 20,1095 Lutry,Route de Lavaux 20 1095 Lutry ,46.504768,6.6769436,Tél: 021 796 70 05,Fax: 021 796 70 71,https://www.heviva.ch/institutions/detail/ems/marronnier-cat-de-lems-le.html,cat@ems-lemarronnier.ch
134,"MARRONNIER, EMS LE","Route de Lavaux 20, Case postale 341",1095 Lutry,"Route de Lavaux 20, Case postale 341 1095 Lutry ",46.504768,6.6769436,Tél: 021 796 70 70,Fax: 021 796 70 71,https://www.heviva.ch/institutions/detail/ems/marronnier-ems-le.html,info@ems-lemarronnier.ch
135,"MAURICE BUGNON, CS de l'EMS",Route de Rovray 26,1462 Yvonand,Route de Rovray 26 1462 Yvonand ,46.7951821,6.7486042,Tél: 024 430 05 00,Fax: 024 430 05 10,https://www.heviva.ch/institutions/detail/ems/maurice-bugnon-cs-de-lems.html,emsmauricebugnon@fondation-saphir.ch
136,"MAURICE BUGNON, EMS",Route de Rovray 26,1462 Yvonand,Route de Rovray 26 1462 Yvonand ,46.7951821,6.7486042,Tél: 024 430 05 00,,https://www.heviva.ch/institutions/detail/ems/maurice-bugnon-ems.html,emsmauricebugnon@fondation-saphir.ch
137,"MEILLERIE, EMS LA",Chemin de Meillerie 6,1006 Lausanne,Chemin de Meillerie 6 1006 Lausanne ,46.513572,6.6386009,Tél: 021 340 70 40,Fax: 021 340 70 50,https://www.heviva.ch/institutions/detail/ems/meillerie-ems-la.html,info@meillerie.ch
138,"MERIDIENNE, CAT la",Sur la Croix 3,1020 Renens,Sur la Croix 3 1020 Renens ,46.5434137,6.5934381,Tél: 021 634 52 52,Fax: 021 634 52 92,https://www.heviva.ch/institutions/detail/ems/meridienne-cat-la.html,meinfo@fondationlaprimerose.ch
139,"MERIDIENNE, EMS LA",Sur la Croix 3,1020 Renens,Sur la Croix 3 1020 Renens ,46.5434137,6.5934381,Tél: 021 634 52 52,Fax: 021 634 52 92,https://www.heviva.ch/institutions/detail/ems/meridienne-ems-la.html,meinfo@fondationlaprimerose.ch
140,"MIDI, FOYER DU",Rue du Midi 27,1400 Yverdon-les-Bains,Rue du Midi 27 1400 Yverdon-les-Bains ,46.7754198,6.6386665,Tél: 024 425 06 61,Fax: 024 425 2824,https://www.heviva.ch/institutions/detail/ems/midi-foyer-du.html,caffaro.direction@sispsa.ch
141,"MONT CALME, FONDATION",Rue du Bugnon 15,1005 Lausanne,Rue du Bugnon 15 1005 Lausanne ,46.5235318,6.6400435,Tél: 021 310 33 33,Fax: 021 310 33 22,https://www.heviva.ch/institutions/detail/ems/mont-calme-fondation.html,mont-calme@montcalme.ch
142,"MONT RIANT, EMS",Route de Bellevue 51,1400 Yverdon-les-Bains,Route de Bellevue 51 1400 Yverdon-les-Bains ,46.7743584,6.6645131,Tél: 024 424 92 40,,https://www.heviva.ch/institutions/detail/ems/mont-riant-ems.html,emsmontriant@fondation-saphir.ch
143,"MONTBRILLANT, EMS",Chemin des Ecoliers 4,1816 Chailly-Montreux,Chemin des Ecoliers 4 1816 Chailly-Montreux ,46.4506219,6.8915953,Tél: 021 989 54 99,Fax: 021 989 54 50,https://www.heviva.ch/institutions/detail/ems/montbrillant-ems.html,direction@ems-fbs.ch
144,"MOULINS, CAT des",Rue des Moulins 16,1800 Vevey,Rue des Moulins 16 1800 Vevey ,46.4655299,6.8433474,Tél: 021 922 56 15,,https://www.heviva.ch/institutions/detail/ems/moulins-cat-des.html,ajpsyger@eben-hezer.ch
145,"MYOSOTIS, EPSM LES",Rue de Venengy 16,1174 Montherod,Rue de Venengy 16 1174 Montherod ,46.4997372,6.3634291,Tél: 021 822 53 20,Fax: 021 822 53 21,https://www.heviva.ch/institutions/detail/ems/myosotis-epsm-les.html,myosotis@sefanet.ch
146,"NELTY DE BEAUSOBRE, EMS",Rue des Chapentiers 3,1110 Morges,Rue des Chapentiers 3 1110 Morges ,46.5106186,6.4977143,Tél: 021 811 49 11,Fax: 021 811 49 00,https://www.heviva.ch/institutions/detail/ems/nelty-de-beausobre-ems.html,emsnb@ehc.vd.ch
147,"NOUMEA, CAT",Chemin du Petit-Record 1,1040 Echallens,Chemin du Petit-Record 1 1040 Echallens ,46.6376406,6.6315625,Tél: 021 886 34 40,Fax: 021 886 34 41,https://www.heviva.ch/institutions/detail/ems/noumea-cat.html,cat.echallens@leschateaux.org
148,"OASIS, EMS L'","Avenue de Bussy 6, Case postale 118",1510 Moudon,"Avenue de Bussy 6, Case postale 118 1510 Moudon ",46.6712803,6.7987369,Tél: 021 905 97 97,Fax: 021 905 97 00,https://www.heviva.ch/institutions/detail/ems/oasis-ems-l.html,oasis@ems-oasis.ch
149,"ODMER, EPSM",Rte du Village 26,1854 Leysin,Rte du Village 26 1854 Leysin ,46.3400845,7.007897,Tél: 024 493 41 00,,https://www.heviva.ch/institutions/detail/ems/odmer-epsm.html,admin@fcm63.ch
150,"OISEAUX, EPSM LES",Avenue des Oiseaux 5,1018 Lausanne,Avenue des Oiseaux 5 1018 Lausanne ,46.5317402,6.6293346,Tél: 021 642 74 74,,https://www.heviva.ch/institutions/detail/ems/oiseaux-epsm-les.html,oiseaux@sispsa.ch
151,"ORIEL, FONDATION",Rue du Simplon 8,1020 Renens,Rue du Simplon 8 1020 Renens ,46.5353406,6.5804532,Tél: 021 633 14 40,Fax: 021 633 14 49,https://www.heviva.ch/institutions/detail/ems/oriel-fondation.html,info@oriel.ch
152,"ORME, FONDATION",Plaines du Loup 4a,1000 Lausanne 18,Plaines du Loup 4a 1000 Lausanne 18 ,46.5332837,6.6273854,Tél: 021 641 62 00,Fax: 021 641 62 49,https://www.heviva.ch/institutions/detail/ems/orme-fondation.html,ems@fondationdelorme.ch
153,"OURS, CAT de l'EMS de L'",Route de la Ville d'Oex 1,1660 Château-d'Oex,Route de la Ville d'Oex 1 1660 Château-d'Oex ,46.4736829,7.1305238,Tél: 026 924 28 00,Fax: 026 924 28 33,https://www.heviva.ch/institutions/detail/ems/ours-cat-de-lems-de-l.html,claudine.siffert@cogestems.ch
154,"OURS, EMS L'",Route de la Villa d'Oex 1,1660 Château-d'Oex,Route de la Villa d'Oex 1 1660 Château-d'Oex ,46.4739735,7.1298218,Tél: 026 924 28 00,Fax: 026 924 28 10,https://www.heviva.ch/institutions/detail/ems/ours-ems-l.html,info@cogestems.ch
155,"PAIX DU SOIR, CAT de l'EMS La",Chemin de Longeraie 9,1052 Le Mont-sur-Lausanne,Chemin de Longeraie 9 1052 Le Mont-sur-Lausanne ,46.5635387,6.6298213,Tél: 021 651 66 77,Fax: 021 651 66 56,https://www.heviva.ch/institutions/detail/ems/paix-du-soir-cat-de-lems-la.html,claudia.rossetti@paixdusoir.ch
156,"PAIX DU SOIR, EMS LA",Chemin de Longeraie 9,1052 Le Mont-sur-Lausanne,Chemin de Longeraie 9 1052 Le Mont-sur-Lausanne ,46.5635387,6.6298213,Tél: 021 651 66 66,Fax: 021 651 66 56,https://www.heviva.ch/institutions/detail/ems/paix-du-soir-ems-la.html,info@paixdusoir.ch
157,"PALMIERS, CAT de l'EMS Le",Avenue du Rond-Point 1,1003 Lausanne,Avenue du Rond-Point 1 1003 Lausanne ,46.5152559,6.6286404,Tél: 021 617 33 70,Fax: 021 617 33 70,https://www.heviva.ch/institutions/detail/ems/palmiers-cat-de-lems-le.html,cat.palmiers@montcalme.ch
158,"PANORAMA, CAT du Centre du",Rue du Clos 9,1800 Vevey,Rue du Clos 9 1800 Vevey ,46.4604886,6.8469918,Tél: 021 923 00 23,Fax: 021 923 00 29,https://www.heviva.ch/institutions/detail/ems/panorama-cat-du-centre-du.html,panorama@fondationbeausejour.ch
159,"PARC DE BEAUSOBRE, CAT de l'EMS Le",Avenue de Chanel 6,1110 Morges,Avenue de Chanel 6 1110 Morges ,46.5144165,6.4933364,Tél: 079 172 84 17,Fax: 021 804 63 00,https://www.heviva.ch/institutions/detail/ems/parc-de-beausobre-cat-de-lems-le.html,emspb@ehc.vd.ch
160,"PARC DE BEAUSOBRE, EMS",Avenue de Chanel 26,1110 Morges,Avenue de Chanel 26 1110 Morges ,46.51681,6.4978229,Tél: 021 804 63 11,Fax: 021 804 63 00,https://www.heviva.ch/institutions/detail/ems/parc-de-beausobre-ems.html,emspb@ehc.vd.ch
161,"PARC DE VALENCY, EMS",Route de Prilly 18,1004 Lausanne,Route de Prilly 18 1004 Lausanne ,46.5325229,6.6100196,Tél: 058 748 84 60,Fax: 058 748 85 29,https://www.heviva.ch/institutions/detail/ems/parc-de-valency-ems.html,sandrine.heuls@altage.ch
162,"PARC DE VALENCY, LP de la Résidence",Avenue Benjamin Dumur 9,1004 Lausanne,Avenue Benjamin Dumur 9 1004 Lausanne ,46.532727,6.6103497,Tél: 021 623 24 74,Fax: 021 623 24 94,https://www.heviva.ch/institutions/detail/ems/parc-de-valency-lp-de-la-residence.html,marianne.piguet@altage.ch
163,"PERGOLAS, EMS LES","Route du Genevrex 20, Case postale 91",1071 Chexbres,"Route du Genevrex 20, Case postale 91 1071 Chexbres ",46.4849857,6.7739103,Tél: 021 946 08 08,,https://www.heviva.ch/institutions/detail/ems/pergolas-ems-les.html,admin@fcm63.ch
164,"PHARE ELIM, EMS","Avenue de la Paix 11, Case postale 444",1814 La Tour-de-Peilz,"Avenue de la Paix 11, Case postale 444 1814 La Tour-de-Peilz ",46.4517167,6.8607409,Tél: 021 977 33 33,Fax: 021 977 33 90,https://www.heviva.ch/institutions/detail/ems/phare-elim-ems.html,ems@phare-elim.ch
165,"PLEIN SUD, LP",Chemin des Baules 4,1268 Begnins,Chemin des Baules 4 1268 Begnins ,46.4421423,6.2458947,Tél: 024 424 15 51,,https://www.heviva.ch/institutions/detail/ems/plein-sud-lp.html,info@residence-plein-sud.ch
166,"POMMERAIE, EPSM LA",Route de la Dent 33,1660 Château-d'Oex,Route de la Dent 33 1660 Château-d'Oex ,46.4767674,7.1284516,Tél: 026 924 60 88,Fax: 026 924 31 52,https://www.heviva.ch/institutions/detail/ems/pommeraie-epsm-la.html,info@cogestems.ch
167,"PRAZ JORET, RESIDENCE","Route de Servion 36 A, Case postale 33",1083 Mezières,"Route de Servion 36 A, Case postale 33 1083 Mezières ",46.5837726,6.7715839,Tél: 021 903 09 40,Fax: 021 903 09 41,https://www.heviva.ch/institutions/detail/ems/praz-joret-residence.html,admin@praz-joret.ch
168,PRAZ SECHAUD I,Praz-Séchaud 17,1010 Lausanne,Praz-Séchaud 17 1010 Lausanne ,46.539669,6.6644577,Tél: 058 748 88 60,Fax: 058 748 88 79,https://www.heviva.ch/institutions/detail/ems/praz-sechaud-i.html,sandrine.heuls@altage.ch
169,PRAZ SECHAUD II,Avenue de Morges 68,1004 Lausanne,Avenue de Morges 68 1004 Lausanne ,46.5270999,6.6080411,Tél: 058 748 84 30,Fax: 058 748 84 59,https://www.heviva.ch/institutions/detail/ems/praz-sechaud-ii.html,claude.paponnet@altage.ch
170,"PRE DE LA COURONNE, LP des",Place de la Couronne 3,1522 Lucens,Place de la Couronne 3 1522 Lucens ,46.7075685,6.8388458,Tél: 021 908 09 08,Fax: 021 908 09 09,https://www.heviva.ch/institutions/detail/ems/pre-de-la-couronne-lp-des.html,secretariat-reception@emsfaverge.ch
171,"PRE DE LA TOUR, CAT de l'EMS",Place Neuve 3,1009 Pully,Place Neuve 3 1009 Pully ,46.5112689,6.6592615,Tél: 021 721 18 24,Fax: 021 721 18 00,https://www.heviva.ch/institutions/detail/ems/pre-de-la-tour-cat-de-lems.html,dsuter@pre-pariset.ch
172,"PRE DE LA TOUR, EMS","Place Neuve 3, case postale 190",1009 Pully,"Place Neuve 3, case postale 190 1009 Pully ",46.5112689,6.6592615,Tél: 021 721 18 11,Fax: 021 721 18 00,https://www.heviva.ch/institutions/detail/ems/pre-de-la-tour-ems.html,cmeierhans@pre-pariset.ch
173,"PRE FLEURI, RESIDENCE",Route de la Clochatte 10 C,1018 Lausanne,Route de la Clochatte 10 C 1018 Lausanne ,46.542552,6.64056,Tél: 021 652 14 22,Fax: 021 653 69 39,https://www.heviva.ch/institutions/detail/ems/pre-fleuri-residence.html,info@pre-fleuri.ch
174,"PRE PARISET, EMS",Chemin du Stand 1,1009 Pully,Chemin du Stand 1 1009 Pully ,46.5193674,6.6674592,Tél: 021 721 27 00,Fax: 021 721 27 90,https://www.heviva.ch/institutions/detail/ems/pre-pariset-ems.html,pre-pariset@pre-pariset.ch
175,"PRE-CARRE, EPSM LE",Route de Chavornay 11,1374 Corcelles-sur-Chavornay,Route de Chavornay 11 1374 Corcelles-sur-Chavornay ,46.7031006,6.5950531,Tél: 024 441 41 19,,https://www.heviva.ch/institutions/detail/ems/pre-carre-epsm-le.html,epsmprecarre@fondation-saphir.ch
176,"PRERISA, FONDATION","Allée Prerisa, Case postale 118",1522 Lucens,"Allée Prerisa, Case postale 118 1522 Lucens ",46.7035235,6.8374348,Tél: 021 906 12 12,Fax: 021 906 12 36,https://www.heviva.ch/institutions/detail/ems/prerisa-fondation.html,info@prerisa.ch
177,"QUATRE MARRONNIERS, CAT de l'EMS Les",Avenue des 4 Marronniers 30,1400 Yverdon-les-Bains,Avenue des 4 Marronniers 30 1400 Yverdon-les-Bains ,46.7775898,6.6529247,Tél: 024 424 00 00,,https://www.heviva.ch/institutions/detail/ems/quatre-marronniers-cat-de-lems-les.html,cat@4marronniers.ch
178,"QUATRE MARRONNIERS, CS de l'EMS Les",Avenue des 4 Marronniers 30,1400 Yverdon-les-Bains,Avenue des 4 Marronniers 30 1400 Yverdon-les-Bains ,46.7775898,6.6529247,Tél: 024 424 00 00,,https://www.heviva.ch/institutions/detail/ems/quatre-marronniers-cs-de-lems-les.html,info@4marronniers.ch
179,"QUATRE MARRONNIERS, EMS LES",Avenue des 4-Marronniers 30,1400 Yverdon-les-Bains,Avenue des 4-Marronniers 30 1400 Yverdon-les-Bains ,46.7775898,6.6529247,Tél: 024 424 00 00,Fax: 024 424 00 01,https://www.heviva.ch/institutions/detail/ems/quatre-marronniers-ems-les.html,info@4marronniers.ch
180,"QUATRE SAISONS, EMS LES",Rue de la Gare 11,1196 Gland,Rue de la Gare 11 1196 Gland ,46.4228613,6.2662911,Tél: 022 354 20 10,Fax: 022 354 20 11,https://www.heviva.ch/institutions/detail/ems/quatre-saisons-ems-les.html,info@bellesaison.ch
181,"RECORDON, EMS",Avenue de France 17,1004 Lausanne,Avenue de France 17 1004 Lausanne ,46.5245917,6.6233713,Tél: 021 626 86 80,Fax: 021 626 85 03,https://www.heviva.ch/institutions/detail/ems/recordon-ems.html,ems.recordon@fa2.ch
182,"REPERE, CAT Le",Ruelle Perdtemps 9,1260 Nyon,Ruelle Perdtemps 9 1260 Nyon ,46.384522,6.2383763,Tél: 079 606 54 52,,https://www.heviva.ch/institutions/detail/ems/repere-cat-le.html,info@bellesaison.ch
183,Résidence AGATE,Route de Bellevue 57,1400 Yverdon-les-Bains,Route de Bellevue 57 1400 Yverdon-les-Bains ,46.7738589,6.6635141,Tél: 024 426 06 95,,https://www.heviva.ch/institutions/detail/ems/agate-residence.html,residenceagate@fondation-saphir.ch
184,RESIDENCE AIGLE,Chemin du Levant 6,1860 Aigle,Chemin du Levant 6 1860 Aigle ,46.3170319,6.959043,Tél: 024 468 66 91,Fax: 024 468 66 95,https://www.heviva.ch/institutions/detail/ems/residence-aigle.html,aigle@ems-chablais.ch
